TITU,T_UNIV,PR_JOR,PR_OCU,PR_NIVEL,PR_AREA,SEXO,EDAD,ESTUDIOS_PADRE,TIC,target_alerta
23103,1,2,44,4,3,1,1,4,2,1
23103,1,2,52,7,4,1,1,3,1,0
23103,1,1,23,3,2,1,1,5,2,1
23103,1,2,44,3,2,1,1,9,2,1
23103,1,1,22,2,2,1,1,7,1,1
23103,1,2,23,2,2,2,1,8,2,1
23103,1,2,22,2,2,2,1,3,3,0
23103,1,2,57,6,3,2,1,6,2,0
23103,1,2,22,3,1,1,2,8,3,1
23103,1, ,  , , ,1,2,7,2,1
23103,1,2,52,7,4,1,3,1,2,0
23103,1,2,27,3,3,2,3,8,2,0
23103,1,1,23,2,2,1,1,8,3,1
23103,1,2,22,2,3,2,1,5,1,1
23103,1,1,22,2,2,2,1,8,2,0
23103,1,1,22,2,1,2,1,8,2,1
23103,1,2,61,7,3,2,1,3,2,0
23103,1,1,41,7,3,1,2,8,2,1
23103,1,1,22,3,2,2,2,2,2,1
23103,1,1,23,2,1,2,2,8,2,1
23103,1,1,57,3,2,2,1,4,1,0
23103,1,2,37,6,3,2,2,4,2,1
23103,1,1,23,2,4,2,2,6,3,0
23103,1,1,22,3,2,2,2,6,1,1
23103,1,2,23,3,2,1,1,8,2,0
23103,1,1,23,3,2,2,1,7,2,0
23103,1,2,75,4,3,1,3,3,3,0
23103,1,2,29,4,3,2,3,8,2,0
23103,1,2,22,2,1,2,1,8,2,0
23103,1,1,23,3,2,1,1,9,2,0
23103,1,1,51,7,4,2,1,8,1,0
23103,1,2,21,2,2,2,1,8,2,0
23103,1,1,21,2,2,1,2,3,2,0
23103,1,1,23,3,2,1,2,3,1,1
23103,1,1,92,3,2,2,2,8,2,0
23103,1,2,38,3,3,2,3,2,2,0
23103,1,2,97,7,4,2,3,8,2,1
23103,1,1,55,7,3,2,1,3,1,1
23103,1,2,31,3,2,1,3,2,3,1
23103,1,2,22,2,1,2,3,8,1,1
23103,1,1,26,2,2,2,1,8,2,0
23103,4,1,28,3,4,1,1,4,2,1
23103,1,1,52,4,4,2,2,6,1,1
23103,1,2,29,3,2,2,2,4,2,1
23103,1, ,  , , ,2,2,4,2,1
23103,1,1,22,2,2,2,3,3,2,0
23103,1,1,23,2,2,1,1,7,1,0
23103,1,1,22,2,2,1,1,8,2,1
23103,1,1,41,7,4,1,1,7,2,1
23103,1,1,58,3,2,1,2,3,2,0
23103,4,2,24,3,3,2,2,8,3,0
23103,1,1,44,7,4,2,2,9,2,0
23103,1,1,31,4,3,1,3,2,2,1
23103,4,2,22,3,3,2,3,4,3,0
23103,1,1,52,7,4,2,1,8,2,0
23103,4,2,26,5,3,1,3,8,1,0
23103,4,2,45,3,3,1,3,3,2,0
23103,1, ,  , , ,1,3,3,2,1
23103,1,2,22,3,1,1,2,7,2,0
23103,1,2,14,3,3,2,3,2,2,0
23103,1,2,44,5,4,1,1,7,1,0
23103,1,1,22,3,1,1,2,3,3,1
23103,1,1,41,5,3,1,2,6,2,0
23103,1,2,22,3,2,2,2,9,2,0
23103,1,1,22,3,2,2,3,7,2,0
23103,4,2,12,3,3,2,3,8,2,0
23103,1,2,54,3,3,2,1,3,2,0
23103,4,2,52,7,3,2,3,9,2,1
23103,1,2,35,3,3,2,1,8,2,1
23103,1,1,44,4,3,2,2,4,3,0
23103,4,2,11,3,3,1,3,2,3,0
23103,1,1,23,3,1,2,3,4,1,0
23103,4,2,27,4,3,2,3,4,3,0
23103,1,1,52,7,4,1,1,3,2,0
23103,1,1,23,3,1,2,1,4,2,0
23103,1,1,54,6,4,2,1,3,1,1
23103,1,1,51,6,4,1,2,3,3,0
23103,1,1,35,6,4,1,2,6,2,1
23103,1,2,37,3,3,2,1,7,2,0
23103,1,2,22,2,2,1,2,8,2,0
23103,1,1,22,3,2,2,3,5,3,1
23104,1,2,29,1,2,1,1,6,2,0
23104,1,2,45,3,1,1,1,7,2,0
23104,3,2,13,3,1,2,1,8,2,0
23104,1,2,22,1,1,2,1,8,3,0
23104,1,1,14,4,3,2,1,6,2,1
23104,1,1,29,3,2,2,1,3,1,0
23104,1,2,44,4,2,2,1,6,2,1
23104,1,1,23,3,2,2,1,3,2,1
23104,1,2,35,3,2,2,1,7,2,0
23104,1,1,22,2,2,2,1,4,2,1
23104,1,1,54,5,3,2,1,8,2,0
23104,1,1,22,3,2,2,1,8,3,0
23104,1,1,23,3,4,2,1,7,2,1
23104,1,1,23,3,2,2,1,8,3,0
23104,1,2,22,3,3,1,2,7,2,0
23104,1,2,29,3,1,2,2,8,2,1
23104,1,1,51,5,3,2,2,4,2,1
23104,1,2,41,7,4,1,3,4,2,1
23104,1,2,22,2,3,2,3,2,2,0
23104,1,2,35,6,4,1,1,3,3,0
23104,1,2,29,2,2,1,1,8,2,0
23104,1,1,35,6,2,2,1,3,2,0
23104,1,1,22,3,2,2,1,8,2,1
23104,1,1,29,3,1,2,1,8,2,1
23104,1,2,44,6,3,1,3,8,2,0
23104,1,1,51,5,3,2,3,5,2,0
23104,1,2,22,3,4,2,3,3,1,0
23104,1,1,51,7,4,2,1,7,2,1
23104,1,1,23,4,4,2,1,6,2,0
23104,1,1,41,5,3,2,1,4,2,1
23104,1,1,52,7,4,2,1,8,2,1
23104,1,2,22,2,2,2,1,7,2,1
23104,1,1,52,7,4,2,1,8,2,0
23104,1,1,22,3,2,1,2,4,2,1
23104,1,2,29,4,3,2,3,2,2,0
23104,1,1,23,3,2,1,1,4,2,0
23104,1,2,43,3,3,1,1,9,2,1
23104,1,1,22,3,2,1,1,8,2,1
23104,3,2,27,3,3,1,1,8,2,0
23104,1,2,23,3,2,2,1,8,2,0
23104,1,1,52,5,4,2,1,4,2,0
23104,1,1,23,2,2,2,1,8,2,1
23104,1,1,22,3,2,2,1,4,1,1
23104,1,2,44,5,2,2,1,8,2,0
23104,1,2,29,3,2,2,1,8,2,1
23104,1,1,22,3,2,2,1,7,2,0
23104,1,1,29,3,3,2,1,8,2,0
23104,1,2,57,7,3,2,1,8,1,1
23104,3,2,44,7,3,2,1,8,3,1
23104,3,2,38,2,2,2,1,8,2,0
23104,1,2,43,5,3,2,1,8,1,0
23104,1,1,22,3,2,2,1,8,2,1
23104,1,2,00,6,4,1,2,5,3,0
23104,1,1,52,4,3,1,2,4,2,0
23104,1,1,23,3,3,1,2,8,2,0
23104,1,1,44,5,4,1,2,3,3,1
23104,1,2,28,3,2,2,2,8,1,0
23104,3,1,22,3,2,2,2,4,2,1
23104,1,2,31,3,3,1,3,2,1,0
23104,1,1,58,7,4,2,3,6,2,0
23104,1,2,22,3,2,1,1,8,3,1
23104,1,1,22,3,2,1,1,3,2,1
23104,3,2,35,4,3,1,1,8,2,0
23104,1,2,43,2,2,2,1,8,2,0
23104,1,1,44,3,2,2,1,4,2,0
23104,1,2,36,4,3,2,1,6,2,0
23104,1,2,22,2,4,2,1,8,3,0
23104,1,2,35,7,4,2,1,8,2,0
23104,1,1,52,7,4,2,1,7,2,0
23104,1,1,23,3,2,2,1,4,3,1
23104,1,2,25,3,2,2,1,5,2,0
23104,1,2,29,3,1,2,1,4,2,1
23104,3,2,25,3,2,2,1,8,2,0
23104,1,2,44,4,4,2,1,8,2,0
23104,1,2,37,4,3,2,1,4,3,0
23104,1,2,44,3,2,1,2,7,2,0
23104,1,1,29,2,1,1,2,8,1,1
23104,1,1,22,3,2,2,2,3,1,0
23104,1,1,23,2,2,2,2,8,2,1
23104,1,2,22,3,2,1,1,8,2,0
23104,1,2,22,3,2,1,1,8,2,1
23104,3,2,35,2,2,1,1,6,1,0
23104,1, ,  , , ,1,1,6,2,1
23104,1,2,52,4,3,2,1,7,2,0
23104,1,2,31,7,3,2,1,5,2,1
23104,1,2,54,6,4,2,1,5,2,0
23104,1,2,14,7,4,2,1,3,2,0
23104,1,1,23,2,2,2,1,4,2,0
23104,1,1,51,7,4,2,1,4,1,1
23104,1,2,23,3,2,2,1,8,2,1
23104,1,2,51,6,4,1,2,4,3,0
23104,1,1,22,2,1,2,2,7,2,0
23104,1,2,22,2,2,2,2,4,2,0
23104,1,2,44,6,4,1,1,4,2,0
23104,1,1,35,2,3,2,1,4,2,0
23104,1,1,98,6,4,2,1,9,3,0
23104,1,1,23,3,2,2,1,8,2,0
23104,1,1,23,3,2,1,2,9,1,1
23104,1,1,23,3,2,2,2,7,2,1
23104,1,2,29,3,1,1,1,5,2,1
23104,1,1,23,2,2,1,1,4,2,1
23104,1,1,29,3,2,1,1,9,2,0
23104,1,2,29,7,2,1,1,7,1,0
23104,1,1,22,3,2,2,1,6,2,0
23104,3,1,45,3,3,2,1,8,3,0
23104,3,2,45,3,2,2,1,9,2,1
23104,1,1,37,5,3,2,1,8,2,1
23104,1,2,22,3,2,2,3,3,2,1
23104,1,2,51,6,3,1,1,3,3,0
23104,1,2,23,3,1,1,1,8,2,0
23104,1,1,23,3,2,1,1,8,2,0
23104,1,1,26,3,4,1,1,6,2,0
23104,1, ,  , , ,2,1,8,2,1
23104,1,1,22,3,3,2,1,5,3,0
23104,1,1,51,7,4,2,1,7,2,0
23104,3,2,24,3,2,2,1,8,2,0
23104,1,1,45,3,1,2,1,3,3,0
23104,1,1,22,1,3,2,1,7,1,1
23104,1,1,51,7,4,2,1,2,2,0
23104,1,1,52,6,3,2,1,4,2,1
23104,1,2,29,2,1,2,1,5,2,0
23104,1,2,23,5,4,2,2,8,3,0
23104,1,1,43,4,3,2,2,7,2,1
23104,1,2,55,7,4,2,3,9,2,0
23104,1,2,37,2,2,1,1,7,2,1
23104,1,1,78,3,2,2,1,5,2,0
23104,1,2,29,2,2,2,1,8,3,1
23104,1,1,23,3,2,2,1,4,1,1
23104,1,2,29,3,2,2,1,8,2,0
23104,1,2,43,4,2,2,1,4,2,1
23104,1,2,22,1,2,2,1,5,2,0
23104,1,1,37,4,3,2,2,9,2,1
23104,1,2,35,3,4,1,3,5,1,0
23104,1,2,29,3,2,1,1,6,3,0
23104,1,2,29,2,2,1,1,5,2,0
23104,3,2,14,3,2,2,1,5,3,0
23104,1,2,41,2,3,2,1,6,2,0
23104,1,1,22,3,2,2,1,4,2,0
23104,1,1,23,3,2,2,1,8,2,1
23104,1,1,23,3,2,2,1,4,2,1
23104,1,1,23,3,2,2,1,3,2,1
23104,1,1,29,3,1,2,1,8,2,1
23104,1,1,29,5,3,2,2,8,1,0
23104,1,1,51,7,4,2,2,7,2,1
23104,1,1,22,3,2,2,2,4,2,0
23104,1,1,23,2,2,2,2,4,2,1
23104,1,2,26,2,3,2,1,9,2,0
23104,1,1,27,3,2,2,1,8,2,0
23104,1,2,26,3,4,2,1,8,2,0
23104,1,2,23,2,1,2,1,6,3,0
23104,1,1,37,3,1,2,1,7,2,0
23104,1,2,29,3,2,1,2,8,3,0
23104,1,2,27,2,4,2,3,9,2,0
23104,1,1,22,2,2,1,1,8,2,1
23104,1,2,56,7,3,1,1,3,2,0
23104,1,2,22,2,2,2,1,3,1,0
23104,1,1,22,3,2,2,1,8,2,0
23104,3,2,93,7,4,2,1,4,2,0
23104,1,1,58,3,2,2,1,8,2,0
23104,1,1,23,3,2,1,2,8,3,1
23104,1,1,58,3,2,1,2,3,2,0
23104,1,1,23,3,2,1,1,8,2,1
23104,1,1,23,3,2,2,1,4,2,0
23104,1,1,58,4,3,2,1,7,1,0
23104,3,2,43,3,2,2,1,5,2,0
23104,1,1,23,3,2,2,3,8,2,0
23104,1,1,23,3,2,1,1,2,2,1
23104,1,2,13,3,4,2,1,7,3,0
23104,1,1,52,5,3,2,1,5,2,0
23104,1,2,22,3,2,2,1,4,2,0
23104,1,2,29,3,4,2,1,4,2,0
23104,1,2,21,3,3,2,2,6,2,0
23104,1,1,22,2,2,2,2,4,2,0
23104,1,1,29,3,1,1,1,8,3,0
23104,1,2,12,4,2,2,1,7,2,0
23104,1,2,36,3,2,2,1,4,3,0
23104,1,2,38,3,3,1,3,9,3,0
23104,1,2,23,3,1,1,1,8,1,0
23104,1,2,29,3,1,2,1,4,2,0
23104,1,1,54,3,2,1,2,5,2,0
23104,1,2,11,2,3,2,2,8,3,0
23104,1,2,29,3,2,1,1,6,2,0
23104,1,1,23,7,4,1,1,8,3,0
23104,1,1,22,3,2,2,1,9,2,1
23104,1,1,52,4,2,2,1,8,2,0
23104,1,1,29,3,2,2,3,4,3,0
23104,3,1,23,3,9,2,3,9,2,1
23104,1,1,22,2,2,1,1,7,1,1
23104,3,2,29,3,1,1,1,9,3,0
23104,1,2,52,5,2,1,1,8,2,1
23104,1,2,44,6,2,1,1,8,3,0
23104,1,2,24,2,2,1,1,8,3,0
23104,1,1,29,3,2,1,1,6,2,1
23104,1,1,23,3,2,2,1,5,1,0
23104,1,1,54,7,3,2,1,8,2,1
23104,1,2,52,7,4,2,1,5,2,0
23104,1,1,22,2,2,2,1,8,2,1
23104,1,2,37,3,3,2,1,5,2,0
23104,1,2,41,2,2,2,1,4,2,0
23104,1,2,27,3,2,2,1,8,2,0
23104,1,2,58,5,3,2,2,8,2,0
23104,1,1,41,7,3,2,2,4,3,0
23104,1,1,45,6,4,2,2,8,1,1
23104,1,2,38,3,1,1,3,9,3,0
23104,3,1,29,3,1,2,3,2,3,1
23104,1,2,29,3,2,2,3,8,2,0
23104,1,1,92,7,4,2,3,4,2,1
23104,1,2,29,2,2,2,1,8,2,0
23201,1, ,  , , ,1,1,3,2,1
23201,1,1,22,3,2,1,1,4,2,1
23201,1, ,  , , ,1,1,8,2,1
23201,1, ,  , , ,1,1,5,2,1
23201,1, ,  , , ,1,1,8,1,1
23201,1,1,98,6,4,1,1,4,2,0
23201,1,1,44,7,4,1,1,8,2,1
23201,1,2,22,3,1,1,1,3,2,1
23201,1,1,29,5,4,1,1,5,2,0
23201,1,2,22,2,2,1,1,6,2,0
23201,1,1,37,3,2,2,1,3,2,0
23201,1,1,23,9,9,2,1,5,2,1
23201,1,2,37,2,1,2,1,5,2,1
23201,1,1,22,2,2,2,1,5,3,1
23201,1,2,22,3,3,2,1,6,2,0
23201,1,1,37,5,2,2,1,4,2,1
23201,1,1,37,5,4,2,1,5,2,0
23201,1,1,23,3,2,2,1,6,2,0
23201,1,1,22,2,1,2,1,8,1,0
23201,1,1,22,2,2,2,1,8,2,0
23201,1,1,52,2,1,2,1,4,1,1
23201,1,2,59,7,3,2,1,4,2,1
23201,1,1,38,2,2,2,1,5,3,1
23201,1,1,44,7,4,2,1,4,2,0
23201,1, ,  , , ,2,1,5,2,1
23201,1,1,22,3,2,2,1,4,2,1
23201,1,1,52,3,2,2,1,5,2,0
23201,1,1,44,6,4,2,1,8,2,1
23201,1,1,44,4,3,2,1,3,2,0
23201,1,1,23,3,2,2,1,5,1,1
23201,1,2,22,3,2,2,1,7,1,0
23201,1,1,23,4,2,2,1,8,2,1
23201,1,1,22,2,1,2,1,5,2,1
23201,1,2,22,3,2,2,1,8,2,0
23201,1, ,  , , ,2,1,8,2,1
23201,1,1,23,2,2,2,1,8,2,1
23201,1,2,22,2,1,2,1,3,2,1
23201,1,1,22,7,4,2,1,3,1,0
23201,1,2,51,5,4,2,2,6,2,0
23201,1,2,94,6,3,2,2,6,2,1
23201,1,2,37,4,3,2,2,6,2,1
23201,1,1,29,3,2,2,2,4,3,0
23201,1,2,98,4,2,2,2,7,2,0
23201,1,2,29,3,1,2,2,4,1,1
23201,2,2,84,7,4,1,3,4,1,0
23201,2,2,28,1,3,1,3,3,2,0
23201,2,2,22,5,3,1,3,2,3,0
23201,1,2,22,2,1,1,3,8,2,1
23201,1,1,52,7,4,1,3,2,2,1
23201,1,2,52,5,3,2,3,8,2,0
23201,2,2,22,3,2,2,3,4,2,0
23201,1,1,23,2,2,2,3,3,2,0
23201,1,1,43,4,4,1,1,7,1,0
23201,1,1,95,2,1,2,1,7,1,1
23201,1,1,23,7,3,2,1,1,2,0
23201,1,2,51,2,2,2,1,3,2,1
23201,1,2,22,2,2,2,1,3,2,0
23201,1, ,  , , ,2,1,2,2,1
23201,1,1,22,2,1,2,1,9,2,1
23201,1,2,22,2,2,2,1,2,2,1
23201,1,1,56,2,1,2,1,2,2,0
23201,1,1,58,3,3,2,1,8,2,1
23201,1,2,28,3,2,2,1,8,1,1
23201,1,2,22,2,1,2,1,9,2,1
23201,1,1,29,2,1,2,1,4,2,1
23201,1,1,57,7,4,2,1,5,2,1
23201,1,1,51,7,4,2,2,4,1,1
23201,1, ,  , , ,2,2,8,2,1
23201,1,1,23,2,1,1,3,8,2,1
23201,4,2,22,3,3,1,3,3,2,0
23201,2,2,22,3,9,2,3,8,1,0
23201,1,2,22,3,3,2,3,3,2,0
23201,1,2,22,3,2,2,3,3,1,1
23201,1,1,23,3,2,1,1,3,2,1
23201,1,2,22,2,2,1,1,4,2,0
23201,1,1,43,3,2,1,1,4,2,1
23201,1,2,22,3,2,2,1,8,1,0
23201,1,1,45,3,3,2,1,5,2,0
23201,1,1,22,2,2,2,1,7,2,0
23201,1,1,23,2,3,2,1,8,2,1
23201,1,2,44,2,2,2,1,9,2,1
23201,1,2,55,6,4,2,1,8,2,0
23201,1,1,58,7,4,2,1,4,2,0
23201,1,2,27,4,3,1,2,8,3,0
23201,1,1,23,2,2,2,2,8,1,0
23201,1,1,45,5,3,2,2,5,2,0
23201,1,1,37,4,3,2,2,5,2,0
23201,1,2,22,2,1,2,2,7,2,0
23201,1,2,94,3,4,2,3,8,1,1
23201,1, ,  , , ,1,1,3,2,1
23201,1,2,22,2,1,1,1,3,1,0
23201,1,2,29,2,1,1,1,8,2,1
23201,1,2,22,7,4,1,1,3,2,0
23201,1,2,35,6,4,2,1,3,2,0
23201,1,1,52,5,2,2,1,4,3,1
23201,1,2,22,2,2,2,1,8,2,0
23201,1, ,  , , ,2,1,9,2,1
23201,1,1,52,5,2,2,1,3,2,0
23201,1,1,58,3,2,2,1,7,3,0
23201,1,1,29,5,4,2,1,8,2,1
23201,1,2,45,5,3,2,1,4,2,1
23201,1,2,29,9,9,1,2,7,3,1
23201,1,1,23,3,1,1,2,4,2,1
23201,1,1,23,3,2,2,2,8,2,1
23201,1,2,22,3,1,2,2,8,2,1
23201,1,1,51,7,4,2,2,8,3,0
23201,1,2,22,1,1,1,3,3,2,0
23201,1,2,22,2,2,1,1,4,2,0
23201,1,1,23,3,2,2,1,5,2,1
23201,1,1,29,4,2,2,1,8,2,0
23201,1,1,23,2,1,2,1,4,2,1
23201,1,2,22,2,1,2,1,7,2,0
23201,1,1,57,3,4,2,1,2,1,0
23201,1,2,22,3,1,2,1,9,2,1
23201,1,1,22,3,2,2,1,4,1,1
23201,1,1,22,3,1,2,1,9,2,1
23201,1,1,29,3,2,2,1,8,1,1
23201,1,1,51,7,4,2,1,8,2,1
23201,1,2,22,2,2,2,1,3,2,0
23201,1,2,57,4,3,2,1,4,1,1
23201,1,2,23,2,1,2,1,9,2,0
23201,1,2,41,7,3,2,2,7,2,0
23201,1,1,93,7,4,1,3,7,3,1
23201,1,1,51,7,4,1,1,7,1,1
23201,3,2,22,2,1,1,1,8,2,0
23201,1,1,23,2,1,2,1,5,1,1
23201,1,1,52,7,4,2,1,3,2,1
23201,1,1,22,2,1,2,1,9,2,0
23201,1,2,22,2,2,2,1,2,1,0
23201,1,1,37,7,4,2,1,8,2,1
23201,3,1,58,7,4,2,1,8,2,0
23201,2,2,98,7,3,1,3,2,2,0
23201,2,2,22,2,2,2,3,5,2,0
23201,2,1,57,4,3,2,3,8,2,1
23201,2,2,22,3,2,2,3,4,2,0
23201,2, ,  , , ,2,3,3,1,1
23201,1,2,52,6,4,2,1,7,2,0
23201,1,1,22,3,2,2,1,8,1,0
23201,1,1,22,3,1,2,1,6,2,1
23201,1,1,57,7,4,2,1,8,2,1
23201,1,1,52,6,4,2,1,3,2,0
23201,1,2,24,4,3,2,1,9,2,0
23201,1,1,95,3,1,2,1,3,2,1
23201,1,1,22,3,2,1,2,6,2,1
23201,1,1,52,7,4,2,2,3,1,0
23201,1, ,  , , ,2,3,5,2,1
23201,2,1,22,2,1,2,3,3,2,1
23201,2,2,36,2,2,2,3,3,3,0
23201,1,2,22,3,2,1,1,4,1,0
23201,1,1,52,7,4,2,1,8,2,0
23201,1,2,22,3,2,2,1,8,2,0
23201,1,2,22,1,2,2,1,3,1,0
23201,1,1,29,2,1,1,1,5,2,1
23201,1,2,22,1,2,1,1,8,2,0
23201,1,2,57,3,1,2,1,8,2,1
23201,1,2,22,2,2,2,1,3,1,0
23201,1,1,22,2,1,2,1,8,2,1
23201,1,2,22,2,1,2,1,4,2,0
23201,1,2,23,3,2,2,1,4,1,0
23201,1,2,44,3,3,2,1,4,2,0
23201,1,1,93,7,4,2,1,3,2,1
23201,1,2,95,2,1,2,1,2,2,0
23201,1,1,52,7,4,2,1,2,2,0
23201,1,1,29,2,2,2,1,4,2,0
23201,1,1,29,3,1,2,2,4,2,0
23201,2,2,52,3,2,2,2,3,1,0
23201,1,2,45,5,4,2,3,9,1,0
23201,2,2,22,1,2,2,3,8,2,0
23201,1,2,22,2,2,2,1,7,1,0
23201,1,1,22,2,1,2,1,8,2,0
23201,1,1,51,7,4,2,1,8,2,0
23201,1,1,22,3,1,2,1,6,2,0
23201,1,2,97,7,4,2,1,4,1,1
23201,1, ,  , , ,2,1,7,2,1
23201,1,1,51,6,4,2,1,3,1,1
23201,1,2,22,3,2,1,2,8,2,0
23201,1,2,22,1,1,1,3,4,2,0
23201,1,2,22,3,2,1,3,2,2,0
23201,2,2,35,4,4,1,3,2,1,0
23201,2,1,94,7,4,2,3,3,1,0
23201,2,1,58,3,2,2,3,2,1,1
23201,1,1,51,5,3,1,1,8,2,0
23201,1,1,58,3,2,1,1,4,2,1
23201,3,1,37,4,3,1,1,7,3,0
23201,1,2,22,2,1,1,1,4,1,0
23201,1,2,23,3,2,2,1,4,1,1
23201,1,1,23,3,2,2,1,8,2,1
23201,1,2,29,2,1,2,1,8,2,0
23201,1,1,23,3,2,2,1,3,2,0
23201,2,1,51,7,4,2,1,5,2,0
23201,3,1,22,2,1,1,2,8,2,0
23201,2,2,26,4,3,1,3,2,1,0
23201,1,1,23,2,1,2,3,4,1,1
23201,1,1,23,3,2,2,1,4,1,0
23201,1,2,22,3,2,2,1,4,3,1
23201,1,1,51,7,4,2,1,9,2,0
23201,1,2,43,7,4,2,1,4,2,0
23201,1,2,29,1,1,2,1,8,2,0
23201,1,1,22,3,2,1,2,3,2,0
23201,1,2,42,3,2,2,2,3,2,0
23201,1,1,51,6,4,1,3,4,2,1
23201,1,2,22,3,2,2,3,3,2,0
23201,1,1,37,3,2,2,1,8,1,0
23201,1,2,22,2,1,2,1,8,2,0
23201,1,1,22,3,2,2,1,7,2,0
23201,1,2,22,2,1,2,1,9,2,0
23201,1,1,23,5,2,2,1,8,1,0
23201,1,1,44,3,2,2,1,2,2,0
23201,1,1,23,2,1,2,1,6,2,0
23201,1,1,23,4,2,2,1,3,2,0
23201,1,2,29,2,2,1,2,3,2,0
23201,1,1,29,3,2,1,2,4,2,1
23201,1,1,29,3,2,1,2,4,2,1
23201,1,2,54,7,4,1,3,2,1,0
23201,4,2,25,3,3,1,3,8,2,0
23201,4,2,12,3,3,2,3,4,2,0
23201,1,1,37,4,3,2,1,8,2,1
23201,1,1,52,6,4,2,1,4,2,0
23201,1,1,22,3,1,2,1,4,3,0
23201,1,1,22,3,1,2,1,4,3,0
23201,1,1,38,3,1,2,1,4,1,0
23201,1,1,26,3,2,2,1,4,2,0
23201,1,2,37,7,4,1,2,8,1,1
23201,1,1,23,4,3,1,2,9,2,0
23201,1,2,29,3,2,2,2,3,2,0
23201,1,2,43,5,3,2,2,2,2,0
23201,1, ,  , , ,1,3,3,2,1
23201,1,1,43,3,3,2,3,8,2,0
23201,1,1,22,3,1,1,1,8,1,0
23201,1, ,  , , ,2,1,4,2,1
23201,1,1,98,2,1,2,1,8,2,1
23201,1,2,61,9,4,2,1,3,2,1
23201,1,1,23,5,3,2,1,4,3,0
23201,1,2,22,2,1,2,1,3,2,0
23201,1,1,23,2,2,2,1,8,1,0
23201,1,1,22,1,1,2,1,9,3,1
23201,1,1,22,3,2,2,1,8,2,0
23201,1,1,23,3,1,2,2,7,2,0
23201,1,2,51,6,4,2,2,3,2,0
23201,1,2,23,2,1,1,3,4,3,0
23201,2,2,33,5,3,1,3,2,1,0
23201,1,1,43,2,1,2,3,6,2,1
23201,1,2,22,3,1,2,3,5,2,0
23201,4,2,36,3,3,2,3,8,2,0
23201,1,2,22,3,1,1,1,8,3,0
23201,1,1,55,7,4,1,1,3,3,1
23201,1,2,22,2,2,1,1,8,2,0
23201,1,1,22,1,2,1,1,8,2,1
23201,1,2,22,2,1,1,1,4,2,1
23201,1,1,22,2,1,2,1,7,2,1
23201,1,1,23,2,2,2,1,8,2,0
23201,1,1,52,5,4,2,1,8,1,0
23201,1,2,58,7,4,2,2,5,2,0
23201,1,1,51,6,4,2,2,3,1,1
23201,1,1,26,3,3,2,1,5,3,1
23201,1,2,94,4,4,1,3,4,2,1
23201,1,2,22,2,1,1,1,8,1,0
23201,1,1,23,2,2,2,1,7,1,0
23201,1,1,52,7,3,2,1,4,1,0
23201,1,2,52,6,3,2,1,9,2,1
23201,1,2,52,3,1,2,2,4,1,0
23201,1,1,57,3,3,2,2,8,2,1
23201,4,2,29,3,1,1,3,2,2,0
23201,4,2,12,3,2,2,3,6,2,0
23201,4,2,45,4,4,2,3,4,2,0
23201,4,2,51,4,3,2,3,7,2,0
23201,4,2,22,3,2,2,3,7,2,0
23201,4,2,41,3,2,2,3,2,2,0
23201,1,1,43,2,2,2,3,3,2,1
23201,1,1,22,3,3,2,3,4,2,0
23201,1,2,22,3,2,2,1,5,2,0
23201,1,2,51,6,3,2,1,4,2,1
23201,3,1,22,3,2,2,1,9,1,0
23201,1,1,22,2,1,2,1,7,2,0
23201,1,1,52,6,3,2,1,5,2,0
23201,1,2,52,7,4,2,1,3,3,0
23201,1,2,23,2,2,2,1,3,2,0
23201,1,1,23,3,2,2,1,5,2,0
23201,1,2,23,2,2,2,1,3,2,0
23201,1,1,22,1,1,1,2,3,2,0
23201,1,1,22,3,1,2,2,5,2,1
23201,4,2,24,3,3,1,3,8,2,0
23201,4,2,97,7,4,1,3,1,2,0
23201,1,2,22,3,1,2,3,3,2,0
23201,4,1,76,7,3,2,3,2,1,1
23201,4,2,22,3,1,2,3,3,2,0
23201,2,2,22,2,1,2,3,2,2,0
23201,2,1,23,3,2,2,3,6,1,1
23201,1,2,44,3,3,1,2,6,2,0
23201,1,1,23,3,2,2,2,3,2,0
23201,1,1,52,7,4,2,2,3,2,0
23202,1,2,22,2,2,1,1,5,2,1
23202,1,1,52,3,2,2,1,4,2,1
23202,1,1,37,2,2,2,2,5,2,0
23202,1,1,55,3,2,2,2,9,3,1
23202,1,2,22,2,2,2,3,7,2,0
23202,1,2,22,3,1,2,3,3,1,0
23202,1,1,52,7,4,1,3,4,1,1
23202,1,2,22,2,2,1,3,3,2,0
23202,1,2,26,3,3,1,3,8,2,0
23202,1,2,22,1,2,1,1,8,1,1
23202,1,1,52,6,3,2,1,4,2,1
23202,1,2,23,3,2,2,2,3,2,1
23202,1,2,22,2,2,1,3,5,1,0
23202,1,2,22,3,2,1,3,9,2,1
23202,1,2,37,3,2,2,3,2,2,0
23202,1,1,52,5,4,2,1,3,1,1
23202,1,1,57,6,3,1,2,3,2,1
23202,1,2,51,7,3,1,2,8,1,1
23202,1,2,22,2,2,2,2,8,2,0
23202,1,2,22,3,2,1,3,2,1,0
23202,1,2,41,3,2,2,3,8,2,0
23202,1,2,43,3,3,2,1,4,1,1
23202,1,2,22,2,2,2,3,8,2,0
23202,1,2,44,5,4,1,3,5,2,1
23202,1, ,  , , ,1,3,8,2,1
23202,1,1,21,3,3,2,3,8,1,1
